Product,Category,Date,Month,Hour,Department,ip,url
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 8:31,Sep,8,fan shop ,46.223.252.42,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe/add_to_cart
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:32,Sep,8,apparel ,148.228.220.24,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 8:32,Sep,8,fan shop ,153.134.55.205,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe/add_to_cart
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 8:33,Sep,8,apparel ,194.78.95.39,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck/add_to_cart
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 8:33,Sep,8,fitness ,216.45.143.120,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt
MDGolf Pittsburgh Penguins Putter,women's golf clubs,9/1/2017 8:33,Sep,8,outdoors ,79.59.101.63,/department/outdoors/category/women's%20golf%20clubs/product/MDGolf%20Pittsburgh%20Penguins%20Putter/add_to_cart
Nike Women's Free 5.0 TR FIT PRT 4 Training S,boxing & mma,9/1/2017 8:33,Sep,8,footwear ,64.233.242.248,/department/footwear/category/boxing%20&%20mma/product/Nike%20Women's%20Free%205.0%20TR%20FIT%20PRT%204%20Training%20S
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:34,Sep,8,golf ,194.78.95.39,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 8:34,Sep,8,apparel ,64.233.242.248,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Top Flite Women's 2017 XL Hybrid,golf apparel,9/1/2017 8:35,Sep,8,outdoors ,130.130.149.74,/department/outdoors/category/golf%20apparel/product/Top%20Flite%20Women's%202017%20XL%20Hybrid
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 8:35,Sep,8,fan shop ,149.95.217.202,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:35,Sep,8,apparel ,34.175.52.9,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
MDGolf Pittsburgh Penguins Putter,women's golf clubs,9/1/2017 8:35,Sep,8,outdoors ,79.59.101.63,/department/outdoors/category/women's%20golf%20clubs/product/MDGolf%20Pittsburgh%20Penguins%20Putter/add_to_cart
Glove It Women's Mod Oval Golf Glove,golf balls,9/1/2017 8:35,Sep,8,outdoors ,56.236.85.9,/department/outdoors/category/golf%20balls/product/Glove%20It%20Women's%20Mod%20Oval%20Golf%20Glove/add_to_cart
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:36,Sep,8,golf ,221.160.70.14,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 8:36,Sep,8,golf ,61.237.4.104,/department/golf/category/girls'%20apparel/product/adidas%20Youth%20Germany%20Black/Red%20Away%20Match%20Soc
The North Face Women's Recon Backpack,hunting & shooting,9/1/2017 8:36,Sep,8,fan shop ,64.233.242.248,/department/fan%20shop/category/hunting%20&%20shooting/product/The%20North%20Face%20Women's%20Recon%20Backpack
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 8:38,Sep,8,footwear ,46.223.252.42,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 8:38,Sep,8,golf ,148.228.220.24,/department/golf/category/girls'%20apparel/product/adidas%20Youth%20Germany%20Black/Red%20Away%20Match%20Soc/add_to_cart
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/1/2017 8:39,Sep,8,footwear ,53.120.136.227,/department/footwear/category/strength%20training/product/Yakima%20DoubleDown%20Ace%20Hitch%20Mount%204-Bike%20Rack/add_to_cart
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 8:39,Sep,8,fitness ,154.16.187.28,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 8:39,Sep,8,fan shop ,95.60.0.190,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe/add_to_cart
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 8:39,Sep,8,fan shop ,153.134.55.205,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe/add_to_cart
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 8:40,Sep,8,fan shop ,51.131.22.105,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 8:40,Sep,8,apparel ,64.233.242.248,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck/add_to_cart
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 8:40,Sep,8,footwear ,53.120.136.227,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 8:40,Sep,8,apparel ,34.175.52.9,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 8:40,Sep,8,apparel ,79.59.101.63,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:40,Sep,8,golf ,64.233.242.248,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 8:40,Sep,8,fan shop ,28.84.236.182,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi/add_to_cart
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 8:41,Sep,8,apparel ,154.16.187.28,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 8:41,Sep,8,footwear ,154.16.187.28,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
adidas Brazuca 2017 Official Match Ball,baseball & softball,9/1/2017 8:41,Sep,8,fitness ,154.16.187.28,/department/fitness/category/baseball%20&%20softball/product/adidas%20Brazuca%202017%20Official%20Match%20Ball/add_to_cart
Under Armour Women's Micro G Skulpt Running S,boxing & mma,9/1/2017 8:41,Sep,8,footwear ,154.16.187.28,/department/footwear/category/boxing%20&%20mma/product/Under%20Armour%20Women's%20Micro%20G%20Skulpt%20Running%20S
Pelican Sunstream 100 Kayak,water sports,9/1/2017 8:41,Sep,8,fan shop ,7.178.104.99,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
Bushnell Pro X7 Jolt Slope Rangefinder,kids' golf clubs,9/1/2017 8:42,Sep,8,outdoors ,10.187.175.65,/department/outdoors/category/kids'%20golf%20clubs/product/Bushnell%20Pro%20X7%20Jolt%20Slope%20Rangefinder/add_to_cart
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 8:42,Sep,8,footwear ,173.253.223.50,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 8:43,Sep,8,apparel ,102.172.170.187,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 8:43,Sep,8,golf ,142.67.48.114,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt
adidas Brazuca 2017 Official Match Ball,baseball & softball,9/1/2017 8:43,Sep,8,fitness ,52.162.102.240,/department/fitness/category/baseball%20&%20softball/product/adidas%20Brazuca%202017%20Official%20Match%20Ball
MDGolf Pittsburgh Penguins Putter,women's golf clubs,9/1/2017 8:44,Sep,8,outdoors ,53.120.136.227,/department/outdoors/category/women's%20golf%20clubs/product/MDGolf%20Pittsburgh%20Penguins%20Putter
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 8:44,Sep,8,fitness ,7.178.104.99,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:44,Sep,8,apparel ,190.151.48.150,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Under Armour Men's Tech II T-Shirt,lacrosse,9/1/2017 8:44,Sep,8,fitness ,154.37.72.59,/department/fitness/category/lacrosse/product/Under%20Armour%20Men's%20Tech%20II%20T-Shirt/add_to_cart
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 8:44,Sep,8,footwear ,58.20.180.169,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 8:45,Sep,8,golf ,206.115.13.152,/department/golf/category/girls'%20apparel/product/TYR%20Boys'%20Team%20Digi%20Jammer/add_to_cart
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:45,Sep,8,golf ,118.237.132.74,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo/add_to_cart
Stiga Master Series ST3100 Competition Indoor,hockey,9/1/2017 8:45,Sep,8,fitness ,206.115.13.152,/department/fitness/category/hockey/product/Stiga%20Master%20Series%20ST3100%20Competition%20Indoor/add_to_cart
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 8:46,Sep,8,apparel ,207.181.111.244,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 8:47,Sep,8,footwear ,207.181.111.244,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:47,Sep,8,apparel ,49.117.20.143,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart
Under Armour Women's Micro G Skulpt Running S,boxing & mma,9/1/2017 8:47,Sep,8,footwear ,7.178.104.99,/department/footwear/category/boxing%20&%20mma/product/Under%20Armour%20Women's%20Micro%20G%20Skulpt%20Running%20S
Nike Women's Free 5.0 TR FIT PRT 4 Training S,boxing & mma,9/1/2017 8:47,Sep,8,footwear ,63.241.234.226,/department/footwear/category/boxing%20&%20mma/product/Nike%20Women's%20Free%205.0%20TR%20FIT%20PRT%204%20Training%20S/add_to_cart
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 8:48,Sep,8,apparel ,120.216.58.143,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 8:48,Sep,8,apparel ,108.167.119.184,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat/add_to_cart
Pelican Sunstream 100 Kayak,water sports,9/1/2017 8:48,Sep,8,fan shop ,193.151.170.120,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
Top Flite Women's 2017 XL Hybrid,golf apparel,9/1/2017 8:49,Sep,8,outdoors ,154.37.72.59,/department/outdoors/category/golf%20apparel/product/Top%20Flite%20Women's%202017%20XL%20Hybrid
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 8:49,Sep,8,apparel ,120.216.58.143,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat/add_to_cart
Pelican Sunstream 100 Kayak,water sports,9/1/2017 8:50,Sep,8,fan shop ,207.181.111.244,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 8:50,Sep,8,golf ,173.253.223.50,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt
Bridgestone e6 Straight Distance NFL Carolina,electronics,9/1/2017 8:51,Sep,8,outdoors ,196.74.159.244,/department/outdoors/category/electronics/product/Bridgestone%20e6%20Straight%20Distance%20NFL%20Carolina/add_to_cart
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 8:52,Sep,8,footwear ,205.138.187.143,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:53,Sep,8,apparel ,118.237.132.74,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 8:55,Sep,8,footwear ,10.187.175.65,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 8:55,Sep,8,apparel ,108.167.119.184,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 8:56,Sep,8,fan shop ,95.60.0.190,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe/add_to_cart
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 8:56,Sep,8,golf ,95.60.0.190,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:57,Sep,8,apparel ,85.135.134.214,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
The North Face Women's Recon Backpack,hunting & shooting,9/1/2017 8:57,Sep,8,fan shop ,95.60.0.190,/department/fan%20shop/category/hunting%20&%20shooting/product/The%20North%20Face%20Women's%20Recon%20Backpack/add_to_cart
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:58,Sep,8,apparel ,205.138.187.143,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Cleveland Golf Women's 588 RTX CB Satin Chrom,golf apparel,9/1/2017 8:58,Sep,8,outdoors ,193.151.170.120,/department/outdoors/category/golf%20apparel/product/Cleveland%20Golf%20Women's%20588%20RTX%20CB%20Satin%20Chrom
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 8:58,Sep,8,apparel ,95.60.0.190,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Under Armour Women's Ignite Slide,electronics,9/1/2017 8:59,Sep,8,footwear ,7.178.104.99,/department/footwear/category/electronics/product/Under%20Armour%20Women's%20Ignite%20Slide
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 8:59,Sep,8,footwear ,208.123.225.211,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe/add_to_cart
The North Face Women's Recon Backpack,hunting & shooting,9/1/2017 8:59,Sep,8,fan shop ,49.117.20.143,/department/fan%20shop/category/hunting%20&%20shooting/product/The%20North%20Face%20Women's%20Recon%20Backpack/add_to_cart
SOLE E35 Elliptical,strength training,9/1/2017 8:59,Sep,8,footwear ,207.181.111.244,/department/footwear/category/strength%20training/product/SOLE%20E35%20Elliptical
Glove It Urban Brick Golf Towel,trade-in,9/1/2017 8:59,Sep,8,outdoors ,120.216.58.143,/department/outdoors/category/trade-in/product/Glove%20It%20Urban%20Brick%20Golf%20Towel
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 9:01,Sep,9,apparel ,120.216.58.143,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck/add_to_cart
Cleveland Golf Women's 588 RTX CB Satin Chrom,golf apparel,9/1/2017 9:01,Sep,9,outdoors ,63.241.234.226,/department/outdoors/category/golf%20apparel/product/Cleveland%20Golf%20Women's%20588%20RTX%20CB%20Satin%20Chrom/add_to_cart
Garmin Approach S3 Golf GPS Watch,trade-in,9/1/2017 9:02,Sep,9,outdoors ,154.37.72.59,/department/outdoors/category/trade-in/product/Garmin%20Approach%20S3%20Golf%20GPS%20Watch/add_to_cart
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,strength training,9/1/2017 9:02,Sep,9,footwear ,95.60.0.190,/department/footwear/category/strength%20training/product/Yakima%20DoubleDown%20Ace%20Hitch%20Mount%204-Bike%20Rack
Garmin Approach S3 Golf GPS Watch,trade-in,9/1/2017 9:02,Sep,9,outdoors ,207.181.111.244,/department/outdoors/category/trade-in/product/Garmin%20Approach%20S3%20Golf%20GPS%20Watch/add_to_cart
Under Armour Women's Ignite Slide,electronics,9/1/2017 9:03,Sep,9,footwear ,7.178.104.99,/department/footwear/category/electronics/product/Under%20Armour%20Women's%20Ignite%20Slide
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 9:03,Sep,9,golf ,196.74.159.244,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt
Glove It Urban Brick Golf Towel,trade-in,9/1/2017 9:04,Sep,9,outdoors ,95.60.0.190,/department/outdoors/category/trade-in/product/Glove%20It%20Urban%20Brick%20Golf%20Towel
SOLE E25 Elliptical,basketball,9/1/2017 9:04,Sep,9,fitness ,207.181.111.244,/department/fitness/category/basketball/product/SOLE%20E25%20Elliptical
Pelican Sunstream 100 Kayak,water sports,9/1/2017 9:04,Sep,9,fan shop ,25.13.126.141,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak/add_to_cart
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 9:05,Sep,9,golf ,10.187.175.65,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt
Pelican Sunstream 100 Kayak,water sports,9/1/2017 9:06,Sep,9,fan shop ,53.120.136.227,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
MDGolf Pittsburgh Penguins Putter,women's golf clubs,9/1/2017 9:07,Sep,9,outdoors ,90.236.173.169,/department/outdoors/category/women's%20golf%20clubs/product/MDGolf%20Pittsburgh%20Penguins%20Putter/add_to_cart
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 9:07,Sep,9,apparel ,130.130.149.74,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat
Nike Men's CJ Elite 2 TD Football Cleat,men's footwear,9/1/2017 9:08,Sep,9,apparel ,171.218.47.35,/department/apparel/category/men's%20footwear/product/Nike%20Men's%20CJ%20Elite%202%20TD%20Football%20Cleat/add_to_cart
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 9:08,Sep,9,apparel ,211.223.16.247,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat/add_to_cart
Nike Men's Free TR 5.0 TB Training Shoe,as seen on  tv!,9/1/2017 9:08,Sep,9,footwear ,102.243.86.248,/department/footwear/category/as%20seen%20on%20%20tv!/product/Nike%20Men's%20Free%20TR%205.0%20TB%20Training%20Shoe
Columbia Men's PFG Anchor Tough T-Shirt,shop by sport,9/1/2017 9:08,Sep,9,golf ,216.45.143.120,/department/golf/category/shop%20by%20sport/product/Columbia%20Men's%20PFG%20Anchor%20Tough%20T-Shirt
TYR Boys' Team Digi Jammer,girls' apparel,9/1/2017 9:08,Sep,9,golf ,213.20.140.246,/department/golf/category/girls'%20apparel/product/TYR%20Boys'%20Team%20Digi%20Jammer
SOLE E35 Elliptical,strength training,9/1/2017 9:09,Sep,9,footwear ,61.237.4.104,/department/footwear/category/strength%20training/product/SOLE%20E35%20Elliptical/add_to_cart
Bridgestone e6 Straight Distance NFL Carolina,electronics,9/1/2017 9:09,Sep,9,outdoors ,101.4.169.154,/department/outdoors/category/electronics/product/Bridgestone%20e6%20Straight%20Distance%20NFL%20Carolina/add_to_cart
Perfect Fitness Perfect Rip Deck,cleats,9/1/2017 9:10,Sep,9,apparel ,213.20.140.246,/department/apparel/category/cleats/product/Perfect%20Fitness%20Perfect%20Rip%20Deck/add_to_cart
Diamondback Women's Serene Classic Comfort Bi,camping & hiking,9/1/2017 9:11,Sep,9,fan shop ,56.236.85.9,/department/fan%20shop/category/camping%20&%20hiking/product/Diamondback%20Women's%20Serene%20Classic%20Comfort%20Bi/add_to_cart
Glove It Urban Brick Golf Towel,trade-in,9/1/2017 9:11,Sep,9,outdoors ,213.20.140.246,/department/outdoors/category/trade-in/product/Glove%20It%20Urban%20Brick%20Golf%20Towel/add_to_cart
adidas Youth Germany Black/Red Away Match Soc,girls' apparel,9/1/2017 9:11,Sep,9,golf ,46.223.252.42,/department/golf/category/girls'%20apparel/product/adidas%20Youth%20Germany%20Black/Red%20Away%20Match%20Soc/add_to_cart
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 9:12,Sep,9,fan shop ,73.70.250.75,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe
Field & Stream Sportsman 16 Gun Fire Safe,fishing,9/1/2017 9:12,Sep,9,fan shop ,208.123.225.211,/department/fan%20shop/category/fishing/product/Field%20&%20Stream%20Sportsman%2016%20Gun%20Fire%20Safe
Under Armour Hustle Storm Medium Duffle Bag,fitness accessories,9/1/2017 9:13,Sep,9,footwear ,171.218.47.35,/department/footwear/category/fitness%20accessories/product/Under%20Armour%20Hustle%20Storm%20Medium%20Duffle%20Bag
Bridgestone e6 Straight Distance NFL Carolina,electronics,9/1/2017 9:13,Sep,9,outdoors ,61.237.4.104,/department/outdoors/category/electronics/product/Bridgestone%20e6%20Straight%20Distance%20NFL%20Carolina
Pelican Sunstream 100 Kayak,water sports,9/1/2017 9:13,Sep,9,fan shop ,154.237.22.202,/department/fan%20shop/category/water%20sports/product/Pelican%20Sunstream%20100%20Kayak
The North Face Women's Recon Backpack,hunting & shooting,9/1/2017 9:14,Sep,9,fan shop ,61.237.4.104,/department/fan%20shop/category/hunting%20&%20shooting/product/The%20North%20Face%20Women's%20Recon%20Backpack
Nike Men's Comfort 2 Slide,tennis & racquet,9/1/2017 9:15,Sep,9,fitness ,217.154.105.170,/department/fitness/category/tennis%20&%20racquet/product/Nike%20Men's%20Comfort%202%20Slide
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 9:15,Sep,9,apparel ,194.78.95.39,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 9:15,Sep,9,apparel ,108.167.119.184,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 9:15,Sep,9,apparel ,221.160.70.14,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
Nike Men's Fingertrap Max Training Shoe,soccer,9/1/2017 9:16,Sep,9,fitness ,128.71.105.141,/department/fitness/category/soccer/product/Nike%20Men's%20Fingertrap%20Max%20Training%20Shoe
Nike Men's Dri-FIT Victory Golf Polo,women's apparel,9/1/2017 9:17,Sep,9,golf ,194.226.56.166,/department/golf/category/women's%20apparel/product/Nike%20Men's%20Dri-FIT%20Victory%20Golf%20Polo
adidas Kids' RG III Mid Football Cleat,featured shops,9/1/2017 9:17,Sep,9,apparel ,203.204.80.21,/department/apparel/category/featured%20shops/product/adidas%20Kids'%20RG%20III%20Mid%20Football%20Cleat
